# Program:featureCounts v1.6.3; Command:"featureCounts" "-s" "1" "--read2pos" "5" "-a" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/necessary_info/m38_p6/gencode.vM25.chr_patch_hapl_scaff.basic.annotation.gtf" "-o" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_m38//counts/cpid_multireg_control_counts.txt" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_m38//dedup_bam/Ins-1787_R2.dedup.bam" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_m38//dedup_bam/Ins-1788_R2.dedup.bam" 
Geneid	Chr	Start	End	Strand	Length	/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_m38//dedup_bam/Ins-1787_R2.dedup.bam	/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_m38//dedup_bam/Ins-1788_R2.dedup.bam
ENSMUSG00000030376.8	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	16129826;16130348;16133829;16133829;16140504;16140504;16144931;16144931;16150341;16150341;16150574;16152819;16152819;16153195;16153195;16157147;16157147;16158804;16158804	16130421;16130421;16134519;16134519;16141168;16141168;16145353;16145353;16150444;16150444;16150591;16152943;16152943;16153294;16153294;16157425;16157425;16161063;16160513	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5261	1328	1667
ENSMUSG00000041420.18	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	16175275;16175430;16177392;16177392;16177709;16177709;16177961;16177961;16178745;16178745;16178951;16179002;16182041;16182041;16182320;16182320;16183791;16183791;16184038;16184038;16184635;16184635;16185448;16185448;16186057;16186057	16175567;16175567;16177573;16177573;16177868;16177868;16178011;16178011;16178795;16178795;16179100;16179100;16182152;16182152;16182468;16182468;16183867;16183867;16184096;16184096;16184718;16184718;16185517;16185521;16186504;16186504	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1890	260	390
ENSMUSG00000006019.15	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	16197147;16197221;16197221;16197221;16197224;16198558;16198558;16198558;16198566;16198566;16198845;16198845;16198845;16198845;16198845;16199675;16199675;16199675;16199675;16199675;16201930;16201930;16201930;16201930;16201930;16203172;16203172;16203172;16203172;16203172;16203574;16203574;16203574;16203574;16203574;16203867;16203867;16203867;16203867;16203867;16205397;16205397;16205397;16205397;16205397;16205988;16205988;16205988;16205988;16205988;16210514;16210514;16210514;16210514;16210514;16212809;16212809;16212809;16212809;16212809;16214342;16214342;16214342;16214342;16214342;16215224;16215224;16215224;16215224;16215224;16216219;16216219;16216219;16216219;16216219;16217988;16217988;16217988;16217988;16217988;16221684;16221684;16221684;16221998;16221998	16197422;16197430;16197422;16197422;16197430;16198701;16198701;16198701;16198701;16198701;16199021;16199021;16199021;16199021;16199021;16199959;16199959;16199959;16199959;16199959;16202036;16202036;16202036;16202036;16202036;16203289;16203289;16203289;16203289;16203289;16203747;16203747;16203747;16203747;16203747;16204103;16204103;16204103;16204103;16204103;16205498;16205498;16205498;16205498;16205498;16206181;16206181;16206181;16206181;16206181;16210688;16210688;16210688;16210688;16210688;16213026;16213026;16213026;16213026;16213026;16214444;16214444;16214444;16214444;16214444;16215478;16215478;16215478;16215478;16215478;16216530;16216530;16216530;16216530;16216530;16218950;16218950;16219184;16218950;16218950;16221993;16221993;16221993;16222032;16222037	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4432	44	64
ENSMUSG00000110413.1	chr7	16228900	16229151	+	252	0	0
ENSMUSG00000074361.11	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	16234585;16234585;16234585;16234726;16242293;16242293;16244023;16244023	16237974;16237974;16237974;16237974;16242331;16242331;16244154;16244154	-;-;-;-;-;-;-;-	3561	0	11
ENSMUSG00000080413.1	chr7	16234738	16234864	-	127	0	0
ENSMUSG00000049130.6	chr7;chr7;chr7;chr7;chr7	16246743;16246745;16259145;16259145;16259513	16249090;16249090;16259338;16259249;16259540	-;-;-;-;-	2570	14	3
ENSMUSG00000091811.2	chr7	16272013	16273617	-	1605	333	490
ENSMUSG00000041375.18	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	16274045;16275256;16275464;16275738;16276202;16276202;16276494;16276494;16276727;16276727;16278357;16278357;16280598;16280598;16280858;16280858;16282357;16282357;16282752;16282752;16284271;16284271;16284495;16284495;16286700	16274416;16275375;16276107;16276107;16276295;16276295;16276629;16276629;16276773;16276773;16278538;16278538;16280771;16280771;16280941;16280941;16282605;16282605;16282850;16282850;16284375;16284375;16285059;16284546;16286790	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2962	164	317
ENSMUSG00000002083.13	chr7;chr7;chr7;chr7	16309616;16312126;16313627;16317118	16309861;16312414;16313817;16318205	+;+;+;+	1814	58	91
ENSMUSG00000052833.9	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	16320234;16320742;16327050;16327831;16330613;16330613;16330613;16336694;16336694;16336694;16359036;16359036;16359036;16366807;16366807;16366807;16368509;16368509;16368509;16370287;16370287;16370287;16378365;16378365;16378365;16387641;16387641;16387641	16320880;16320880;16327929;16327929;16330682;16330682;16330682;16336838;16336838;16336838;16359141;16359141;16359141;16366906;16366906;16366906;16368651;16368651;16368651;16370460;16370460;16370460;16378476;16378476;16378476;16387785;16387806;16387806	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2543	615	940
ENSMUSG00000059273.9	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	16401207;16401207;16402455;16416773;16416773;16417291;16417291;16420158;16420158;16421356;16421356;16422189;16422189;16422378;16422378;16423848;16423848;16425255;16425255;16425711;16425711;16428991;16428991;16429531;16429531;16432774;16434021;16434021	16401306;16401306;16402516;16416992;16416992;16417401;16417401;16420380;16420380;16421507;16421507;16422285;16422285;16422517;16422517;16423958;16423958;16425366;16425366;16425820;16425820;16429349;16429349;16429910;16429910;16433022;16437696;16437695	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6102	193	265
ENSMUSG00000110181.1	chr7	16403964	16404262	-	299	0	0
ENSMUSG00000109781.1	chr7	16406755	16407983	-	1229	0	0
ENSMUSG00000109647.1	chr7;chr7	16413908;16416467	16414390;16416621	-;-	638	0	0
ENSMUSG00000019158.9	chr7;chr7;chr7	16452779;16454121;16455161	16453170;16454213;16455490	+;+;+	815	992	1408
ENSMUSG00000001988.9	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	16455721;16455721;16459186;16459186;16460806;16460806;16461330;16461330;16461781;16461781;16462150;16462150;16463248;16463248;16465107;16465107;16465361;16465361;16474593;16474593;16475507;16475507;16476645	16456304;16456304;16459280;16459280;16460953;16460953;16461436;16461436;16461938;16461938;16462265;16462265;16463416;16463416;16465196;16465196;16465434;16465434;16474828;16474828;16475684;16475688;16476780	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2095	58	83
ENSMUSG00000065893.1	chr7	16471813	16471931	+	119	0	0
ENSMUSG00000058230.12	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	16493719;16496252;16498584;16498584;16511193;16511193;16512408;16512408;16549063;16549063;16561458;16561458;16614472;16614472;16614909	16498010;16498010;16498689;16498689;16511324;16511324;16512485;16512485;16549207;16549207;16565329;16565329;16614601;16614993;16614937	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9147	1126	1776
ENSMUSG00000099423.1	chr7	16498732	16499529	+	798	0	0
ENSMUSG00000101135.1	chr7	16514400	16515138	-	739	0	0
ENSMUSG00000100583.6	chr7;chr7;chr7	16613824;16623045;16632367	16613952;16623147;16632544	+;+;+	410	1	0
ENSMUSG00000108316.1	chr7	16616351	16616465	+	115	0	0
ENSMUSG00000101008.1	chr7;chr7	16618627;16619699	16619216;16619832	-;-	724	0	0
ENSMUSG00000064745.1	chr7	16624575	16624677	-	103	0	0
ENSMUSG00000108610.1	chr7	16647383	16647789	-	407	0	0
ENSMUSG00000108307.1	chr7;chr7;chr7;chr7;chr7	16648949;16649332;16651412;16651677;16657426	16649594;16649592;16651780;16651773;16657476	-;-;-;-;-	1066	0	0
ENSMUSG00000078795.2	chr7;chr7;chr7	16671331;16673170;16675548	16672203;16673529;16675705	-;-;-	1391	0	0
ENSMUSG00000108370.1	chr7	16693817	16694369	-	553	0	0
ENSMUSG00000108366.1	chr7	16719116	16719910	-	795	0	1
ENSMUSG00000007209.4	chr7;chr7;chr7	16721929;16723625;16725199	16722030;16723984;16726132	+;+;+	1396	0	0
ENSMUSG00000008036.11	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	16738410;16738444;16743219;16747261;16747261;16748689;16748689;16748912;16748912	16738538;16738538;16743368;16747374;16747374;16748748;16748748;16749014;16749294	+;+;+;+;+;+;+;+;+	836	2187	3063
ENSMUSG00000001918.17	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	16781340;16785676;16786349;16786871;16789777;16793647;16795758;16796024;16797502	16782475;16785718;16786393;16786912;16789937;16793880;16795952;16796158;16798274	+;+;+;+;+;+;+;+;+	2764	6	8
ENSMUSG00000048920.8	chr7;chr7;chr7	16809246;16815064;16816700	16811976;16815126;16816732	-;-;-	2827	453	597
ENSMUSG00000030374.15	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	16815889;16816317;16822496;16822496;16823006;16823006;16824139;16824139;16826464;16826464;16828675;16828675;16830326;16830326;16831025;16831025;16831465;16831486;16832926;16832926;16833178;16833178;16833875;16833875;16837562;16837562;16837849;16837849;16838270;16838270;16838563;16838563;16839741;16839741;16840206;16840206	16816634;16816634;16822599;16822599;16823079;16823079;16824217;16824217;16826661;16826661;16828816;16828816;16830485;16830485;16831138;16831138;16831580;16831580;16833101;16833101;16833225;16833225;16833996;16833996;16837732;16837732;16837989;16837989;16838368;16838368;16838649;16838649;16839972;16839972;16840927;16840931	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3535	1196	1921
ENSMUSG00000041187.16	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	16842902;16843065;16843482;16845819;16845819;16847601;16847601;16848725;16848725;16848981;16848981;16850025;16850025;16850194;16850194;16853255;16853255;16853951;16853951;16855695;16855695;16856260;16856260;16856826;16856826;16857751;16857751;16858379;16858379;16863941;16863941;16865687;16865687;16869488;16869488;16869823;16869823	16843033;16843863;16843863;16845957;16845957;16847732;16847732;16848879;16848879;16849206;16849206;16850102;16850102;16850347;16850347;16853372;16853372;16854028;16854028;16855953;16855953;16856312;16856312;16856898;16856898;16857857;16857857;16858540;16858540;16864039;16864039;16865954;16865954;16869573;16869573;16870464;16870372	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3760	67	57
ENSMUSG00000097842.2	chr7;chr7;chr7	16871347;16872944;16874212	16872913;16874886;16874886	-;-;-	3510	25	38
ENSMUSG00000078794.4	chr7;chr7;chr7;chr7	16875317;16883127;16883358;16885081	16875673;16883223;16883510;16887462	+;+;+;+	2989	4176	6119
ENSMUSG00000108671.1	chr7	16889406	16891067	-	1662	0	4
ENSMUSG00000063594.5	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	16891786;16892212;16892271;16892450;16892450;16893121;16894942;16894942;16894942;16895235;16895235;16895235	16892356;16892356;16892356;16892511;16892511;16893219;16895027;16895027;16895027;16895435;16895425;16895423	+;+;+;+;+;+;+;+;+;+;+;+	1019	8	19
ENSMUSG00000043017.9	chr7;chr7;chr7;chr7;chr7	16906490;16906514;16907520;16908719;16908719	16906910;16907636;16907636;16910905;16910900	+;+;+;+;+	3334	0	0
ENSMUSG00000019370.10	chr7;chr7;chr7;chr7;chr7;chr7	16915379;16917075;16917386;16917585;16919635;16923841	16916976;16917210;16917492;16917728;16919665;16924114	-;-;-;-;-;-	2290	17609	26381
ENSMUSG00000070802.5	chr7	16944682	16948828	+	4147	3183	4634
ENSMUSG00000064689.1	chr7	16953395	16953501	-	107	0	0
ENSMUSG00000041141.7	chr7;chr7;chr7	16959679;16960209;16962020	16959891;16961497;16964607	+;+;+	4090	1435	2018
ENSMUSG00000108348.2	chr7	16983086	16988152	+	5067	585	854
ENSMUSG00000041117.8	chr7	16992708	16997516	+	4809	15	10
ENSMUSG00000003099.11	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	17004640;17005261;17006060;17006332;17006907;17007104;17007726;17008614;17008993;17009875;17015398;17022415;17027693	17005171;17005342;17006238;17006372;17006994;17007246;17007831;17008712;17009058;17009996;17015545;17022656;17027916	-;-;-;-;-;-;-;-;-;-;-;-;-	2072	1062	1445
ENSMUSG00000004328.15	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	17031507;17035734;17037134;17037134;17039558;17039558;17040969;17040969;17042589;17042589;17044377;17044377;17044855;17044855;17048614;17048614;17049000;17049000;17050549;17050549;17051133;17051133;17051922;17051922;17054682;17054682;17056260;17056260;17056577;17062356	17035965;17035965;17037215;17037215;17039669;17039669;17041240;17041240;17042690;17042690;17044567;17044567;17044967;17044967;17048761;17048761;17049106;17049106;17050757;17050757;17051245;17051245;17052006;17052006;17054827;17054827;17056450;17056450;17056679;17062427	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6505	7	17
ENSMUSG00000108807.1	chr7	17058534	17059441	+	908	0	0
ENSMUSG00000066760.12	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	17074040;17074041;17090375;17090375;17093551;17093551;17095010;17095010;17098018;17098018;17130575	17074300;17074300;17090722;17090722;17093910;17093910;17095369;17095369;17098971;17098233;17133450	+;+;+;+;+;+;+;+;+;+;+	5159	32	38
ENSMUSG00000108561.1	chr7	17078191	17078655	-	465	0	0
ENSMUSG00000108694.1	chr7	17138871	17139472	-	602	2	2
ENSMUSG00000053228.12	chr7;chr7;chr7;chr7;chr7;chr7;chr7	17150282;17151523;17154717;17158103;17159695;17161596;17162948	17150448;17151882;17155076;17158462;17160054;17161943;17164253	+;+;+;+;+;+;+	3261	0	0
ENSMUSG00000108462.1	chr7;chr7	17173596;17174337	17173865;17174586	+;+	520	0	0
ENSMUSG00000023159.8	chr7;chr7;chr7;chr7;chr7	17203477;17204867;17208488;17210339;17211639	17203731;17205214;17208847;17210698;17215760	+;+;+;+;+	5445	0	0
ENSMUSG00000108782.1	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	17287678;17289280;17306881;17314407;17316956;17316956;17317672;17317672;17355470;17359138;17363399;17363399;17363698;17371398	17287843;17289327;17306964;17314544;17317009;17317009;17317712;17317712;17355563;17359277;17363450;17363450;17363772;17371627	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1122	0	0
ENSMUSG00000108441.1	chr7;chr7;chr7;chr7;chr7;chr7	17392760;17396462;17396757;17398451;17423691;17423990	17392950;17396646;17397012;17398498;17423742;17424099	-;-;-;-;-;-	842	0	0
ENSMUSG00000096673.1	chr7	17610766	17610875	+	110	0	0
ENSMUSG00000094381.1	chr7	17618170	17618279	+	110	0	0
ENSMUSG00000108792.1	chr7	17618499	17619026	+	528	0	0
ENSMUSG00000108654.1	chr7;chr7;chr7;chr7;chr7	17637479;17638799;17640422;17647075;17649989	17637786;17639138;17640598;17647229;17650345	-;-;-;-;-	1337	0	0
ENSMUSG00000108558.1	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	17672292;17672292;17673446;17673446;17677648;17677648;17680047;17680047;17681408;17681408	17672501;17672501;17673805;17673805;17678007;17678007;17680406;17680406;17681691;17682060	+;+;+;+;+;+;+;+;+;+	1943	0	0
ENSMUSG00000108638.1	chr7	17685847	17686313	-	467	0	0
ENSMUSG00000008789.10	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	17713238;17714775;17745384;17747114;17750470;17752075;17757553;17759260;17760629	17713510;17715134;17745743;17747464;17750829;17752425;17757912;17759613;17761132	+;+;+;+;+;+;+;+;+	3273	0	0
ENSMUSG00000063830.5	chr7	17792574	17793065	+	492	0	1
ENSMUSG00000108685.1	chr7	17797825	17799996	-	2172	0	0
ENSMUSG00000023185.4	chr7;chr7;chr7	17812633;17814051;17815110	17812827;17814410;17815663	+;+;+	1109	0	0
ENSMUSG00000078793.10	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	17871767;17873304;17887408;17902424;17904864;17908802;17910455;17915352;17917132;17918515	17872024;17873663;17887767;17902783;17905214;17909161;17910805;17915711;17917485;17919010	+;+;+;+;+;+;+;+;+;+	3610	0	0
ENSMUSG00000030368.10	chr7;chr7;chr7;chr7	17972124;17973357;17975303;17978412	17972312;17973716;17975662;17978556	+;+;+;+	1054	0	0
ENSMUSG00000057195.13	chr7;chr7;chr7;chr7;chr7;chr7;chr7	18009889;18009889;18011071;18011071;18013048;18013048;18019082	18010033;18010033;18011430;18011430;18013407;18013488;18019221	+;+;+;+;+;+;+	1086	0	0
ENSMUSG00000093207.1	chr7	18017252	18017352	-	101	0	0
ENSMUSG00000108331.1	chr7	18038476	18039174	+	699	0	0
ENSMUSG00000030366.10	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	18065929;18065939;18065991;18067162;18067162;18067162;18069095;18069095;18069095;18071671;18077395	18066124;18066124;18066124;18067521;18067521;18067521;18069451;18070427;18069451;18071813;18077986	+;+;+;+;+;+;+;+;+;+;+	2624	0	0
ENSMUSG00000108545.1	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	18074016;18077350;18077350;18102292;18102292;18105138;18107303;18186860;18186860	18074416;18077580;18077580;18102470;18102470;18105154;18107490;18186952;18186908	-;-;-;-;-;-;-;-;-	1109	0	0
ENSMUSG00000066756.5	chr7;chr7;chr7;chr7	18176494;18179746;18180250;18181738	18176545;18180073;18180319;18181862	+;+;+;+	575	0	0
ENSMUSG00000108798.1	chr7	18229777	18231292	+	1516	0	0
ENSMUSG00000054005.4	chr7;chr7;chr7;chr7;chr7	18245347;18255886;18262439;18262928;18264585	18245700;18255972;18262702;18263203;18266092	+;+;+;+;+	2489	0	0
ENSMUSG00000108374.1	chr7;chr7;chr7;chr7	18318919;18321473;18326209;18326962	18319194;18321545;18326452;18327196	-;-;-;-	828	0	0
ENSMUSG00000003505.15	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	18345808;18348210;18349082;18350746;18350746;18353305;18354754;18354754	18346127;18349441;18349441;18351105;18351105;18353667;18355009;18354944	-;-;-;-;-;-;-;-	2531	0	0
ENSMUSG00000109235.1	chr7;chr7	18375547;18377491	18377377;18377523	-;-	1864	0	0
ENSMUSG00000109209.1	chr7	18396516	18400865	-	4350	1	7
ENSMUSG00000076332.1	chr7	18417839	18417933	-	95	0	0
ENSMUSG00000030373.6	chr7;chr7;chr7;chr7;chr7	18422536;18426135;18427802;18430371;18431802	18423173;18426494;18428161;18430721;18432041	-;-;-;-;-	1949	0	0
ENSMUSG00000109264.1	chr7;chr7	18435656;18436393	18435891;18436653	-;-	497	0	0
ENSMUSG00000108906.1	chr7;chr7	18454742;18456658	18456568;18456688	-;-	1858	0	0
ENSMUSG00000070799.4	chr7;chr7;chr7;chr7;chr7	18474582;18478285;18479952;18482489;18483928	18475337;18478644;18480311;18482848;18484177	-;-;-;-;-	2086	0	0
ENSMUSG00000109504.1	chr7;chr7	18493939;18494659	18494119;18494916	-;-	439	0	0
ENSMUSG00000109355.1	chr7;chr7	18509861;18511552	18511477;18511630	-;-	1696	0	0
ENSMUSG00000070798.4	chr7;chr7;chr7;chr7;chr7	18519702;18524606;18526188;18529473;18531985	18521445;18524965;18526547;18529832;18532269	-;-;-;-;-	3109	0	0
ENSMUSG00000065313.1	chr7	18549085	18549191	+	107	0	0
ENSMUSG00000070797.4	chr7;chr7;chr7;chr7;chr7	18556514;18560340;18561738;18564974;18567063	18557135;18560699;18562097;18565330;18567305	-;-;-;-;-	1942	0	0
ENSMUSG00000109525.1	chr7;chr7	18577698;18578329	18577981;18579022	-;-	978	0	0
ENSMUSG00000109159.1	chr7;chr7	18579180;18579925	18579397;18580156	-;-	450	0	0
ENSMUSG00000074359.2	chr7;chr7;chr7;chr7;chr7	18606343;18610397;18611988;18614460;18616244	18607195;18610747;18612347;18614816;18616501	-;-;-;-;-	2179	0	0
ENSMUSG00000108992.1	chr7;chr7	18626688;18627318	18626983;18627990	-;-	969	0	0
ENSMUSG00000109053.1	chr7;chr7	18628157;18628893	18628385;18629153	-;-	490	0	0
ENSMUSG00000070796.11	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	18646736;18649947;18650688;18652279;18652279;18654745;18654745;18656466;18656466	18647484;18651038;18651038;18652638;18652638;18655101;18655101;18656722;18656722	-;-;-;-;-;-;-;-;-	2815	0	0
ENSMUSG00000109180.1	chr7;chr7	18666916;18667867	18667147;18667963	-;-	329	0	0
ENSMUSG00000063305.10	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	18674107;18674366;18680825;18680825;18682392;18682401;18682406;18684417;18684417;18685926;18685926	18674649;18674649;18681175;18681175;18682395;18682765;18682765;18684773;18684773;18685992;18686185	-;-;-;-;-;-;-;-;-;-;-	1880	0	0
ENSMUSG00000109571.1	chr7;chr7	18689760;18690886	18689915;18691152	-;-	423	0	0
ENSMUSG00000108882.1	chr7	18713590	18713767	+	178	0	0
ENSMUSG00000044903.15	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	18718090;18718090;18718090;18719446;18719446;18719446;18722735;18722735;18722735;18724287;18724287;18724287;18726709;18726709;18726709	18718340;18718340;18718340;18719805;18719805;18719805;18723094;18723094;18723094;18724646;18724646;18724646;18727248;18727246;18727248	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1871	0	0
ENSMUSG00000109292.1	chr7	18737447	18737626	+	180	0	0
ENSMUSG00000108835.1	chr7	18740548	18740851	+	304	0	0
ENSMUSG00000109023.1	chr7;chr7	18742327;18743497	18742480;18743611	+;+	269	0	0
ENSMUSG00000096479.1	chr7	18745103	18745209	-	107	0	0
ENSMUSG00000109234.1	chr7	18760858	18761121	+	264	0	0
ENSMUSG00000109116.1	chr7	18786332	18789099	+	2768	0	0
ENSMUSG00000004542.15	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	18789567;18789794;18792420;18792420;18794033;18796804;18796804;18798254;18798254	18790334;18790334;18792779;18792779;18794392;18797163;18797163;18798510;18798510	-;-;-;-;-;-;-;-;-	2105	0	0
ENSMUSG00000109490.1	chr7;chr7	18800932;18801598	18801184;18801853	-;-	509	0	0
ENSMUSG00000004540.7	chr7;chr7;chr7;chr7;chr7	18813937;18816785;18818565;18819900;18821352	18814700;18817144;18818924;18820259;18821607	-;-;-;-;-	2100	0	0
ENSMUSG00000108471.1	chr7	18831775	18832344	+	570	0	0
ENSMUSG00000040987.15	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	18839966;18839966;18839966;18839966;18841470;18841470;18855940;18855940;18855940;18855940;18856406;18856406;18856406;18856406;18858141;18858141;18858141;18858141;18858524;18858524;18858524;18858524;18862686;18862686	18840091;18840091;18840091;18840091;18841514;18841514;18856203;18856203;18856203;18856203;18856681;18856681;18856681;18856681;18858419;18858419;18858419;18858419;18858653;18858653;18858653;18858654;18863608;18863608	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2044	0	8
