# Program:featureCounts v1.6.3; Command:"featureCounts" "-s" "1" "--read2pos" "5" "-a" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/necessary_info/mm10/mm10.ensGene.gtf" "-o" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//counts/cpid_multireg_females_counts.txt" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//dedup_bam/Ins-1787_R2.dedup.bam" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//dedup_bam/Ins-1788_R2.dedup.bam" 
Geneid	Chr	Start	End	Strand	Length	/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//dedup_bam/Ins-1787_R2.dedup.bam	/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//dedup_bam/Ins-1788_R2.dedup.bam
ENSMUSG00000050824	chr17;chr17;chr17;chr17;chr17	25489875;25489875;25495027;25497122;25497122	25492288;25492288;25495178;25497288;25497288	-;-;-;-;-	2733	2	1
ENSMUSG00000024176	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	25565892;25567988;25568710;25568768;25568828;25570110;25570110;25570110	25568081;25568081;25569060;25569060;25569060;25570214;25570686;25570686	-;-;-;-;-;-;-;-	3118	135	175
ENSMUSG00000091475	chr17;chr17	25570811;25573986	25571101;25575043	+;+	1349	182	196
ENSMUSG00000002279	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	25579174;25579177;25579187;25579187;25579197;25579199;25579199;25579199;25579320;25585543;25585543;25585543;25585543;25585543;25585543;25585543;25585543;25588676;25588676;25588676;25588676;25588676;25588676;25596302;25603763;25612296;25612296;25612296;25612296;25612296;25612296;25612296;25630607;25631735;25631735;25631735;25631735;25631735;25631735;25645149;25645149;25645149;25645149;25645149;25654420;25654420;25654420;25654526;25655088;25655088;25655088;25655385;25655385;25655385;25655415;25656001;25656001;25656001;25656001;25662514;25662514;25662514	25579379;25579379;25579379;25579379;25579379;25579379;25579379;25579379;25579379;25585852;25585852;25585852;25589224;25585852;25585852;25585852;25585852;25588686;25588686;25588742;25588686;25588686;25588686;25598556;25603773;25612444;25612444;25612444;25612444;25612444;25612444;25612444;25630682;25631800;25634842;25631800;25631800;25631800;25631800;25647596;25645316;25645316;25645316;25645316;25654606;25654606;25654606;25654854;25655241;25655241;25655241;25655568;25655568;25655568;25655568;25656450;25656113;25656113;25656113;25662723;25662826;25662826	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	13471	125	151
ENSMUSG00000096451	chr17	25694114	25694220	-	107	0	0
ENSMUSG00000025739	chr17;chr17;chr17;chr17;chr17;chr17	25717171;25717528;25718667;25718667;25718927;25718927	25717277;25717581;25718798;25718798;25719087;25719406	+;+;+;+;+;+	773	1045	1529
ENSMUSG00000019214	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	25718926;25718926;25719030;25719046;25719047;25719366;25719368;25719368;25719368;25719652;25719652;25719652;25719652;25719865;25719865;25719865;25719865;25720269;25720600;25720600;25720600;25720600;25720824;25720824;25720824;25720824;25720824;25721059;25721059;25721059;25722091;25722091;25722091;25722646;25722646;25722646;25722844;25722844;25722844;25723220;25723220;25723403;25723403;25723403;25723643;25723643;25724003;25724003;25724529;25724529;25725496;25725496;25725496;25725576;25725742;25725742;25725742;25725742;25725880;25725880;25725880;25725880;25726375;25726375;25726375;25726375;25726701;25726701;25726701;25726701;25726941;25726941;25726941;25726941;25727247;25727247;25727247;25727247	25719284;25719284;25719284;25719133;25719282;25719425;25719425;25719425;25719425;25719785;25719783;25719783;25719783;25720009;25720009;25720009;25720009;25720730;25720730;25720730;25720730;25720730;25720898;25720901;25720973;25720973;25720973;25721283;25721283;25721283;25722238;25722238;25722238;25722776;25722776;25722776;25722942;25722942;25723313;25723313;25723313;25724738;25723551;25723551;25723766;25723766;25724100;25724075;25724738;25724738;25725634;25725634;25725634;25725634;25725794;25725794;25725794;25725794;25725972;25725972;25725972;25725972;25726549;25726549;25726549;25726549;25726848;25726848;25726848;25726848;25727123;25727120;25727120;25727123;25727410;25727366;25727419;25727371	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4584	10	15
ENSMUSG00000041199	chr17;chr17;chr17;chr17;chr17;chr17	25727751;25728203;25728523;25728826;25729068;25730369	25727847;25728391;25728646;25728928;25729169;25731456	+;+;+;+;+;+	1703	356	497
ENSMUSG00000041062	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	25736040;25736863;25737785;25738949;25742657;25742924;25743128;25743672;25743960;25744464;25744723;25744965;25746056;25746306;25746774;25747893	25736301;25736963;25737905;25739069;25742742;25743050;25743318;25743762;25744101;25744651;25744878;25745092;25746186;25746400;25747023;25748330	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2628	0	0
ENSMUSG00000076274	chr17	25746788	25746879	-	92	0	0
ENSMUSG00000063011	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	25748614;25748901;25749449;25749826;25750031;25750259;25750675;25751079;25751253;25751570;25751856;25752289;25752942;25753378;25753774;25754132	25748830;25749087;25749543;25749953;25750173;25750414;25750853;25751178;25751343;25751763;25751985;25752374;25753062;25753424;25753817;25754327	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2114	4	6
ENSMUSG00000002280	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	25773776;25773776;25773807;25773817;25773819;25775046;25775046;25775046;25775046;25775046;25776819;25776949;25776966;25776966;25776966;25777325;25777325;25777325;25777325;25777325;25778950;25778950;25778950;25778950;25778950;25779498;25779498;25779498;25779498;25779498;25780307;25780307;25780307;25780880;25780880;25781193;25781241;25781688;25781688;25782016;25782016;25782016	25773887;25773887;25773887;25773887;25773887;25775141;25775225;25775141;25775141;25775141;25777109;25777109;25777109;25777109;25777109;25777457;25777457;25777457;25777457;25777457;25779084;25779084;25779084;25779084;25779084;25779593;25779616;25779513;25779616;25779616;25781845;25780436;25780436;25780952;25780952;25781378;25781378;25781845;25781845;25782796;25783332;25782791	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3826	248	371
ENSMUSG00000061046	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	25779843;25782789;25782789;25782790;25782802;25782823;25782825;25783503;25783503;25783503;25783503;25783503;25783503;25783540;25783785;25783785;25783785;25783785;25783785;25783785;25783785;25783829;25784075;25784075;25784075;25784075;25784075;25784075;25784075;25784075;25784075;25784133;25784260;25784260;25784260;25784260;25784260;25784260;25784316;25784455;25784455;25784455;25784455;25784455;25784455;25784455;25784455;25784661;25784661;25784661;25784661;25784661;25784661;25784661;25784661;25784661;25784661;25784661;25785004;25785004;25785004;25785004;25785004;25785004;25785004;25785004;25785285;25785423;25785428;25785428;25785428;25785428;25785428;25785428	25780154;25783178;25783178;25783582;25783178;25783178;25783178;25783582;25783582;25783886;25783582;25783582;25783582;25783582;25783886;25783886;25783886;25783886;25783886;25783886;25783886;25783886;25784572;25784572;25784178;25784178;25784572;25784178;25784178;25784178;25784178;25784368;25784368;25784368;25784368;25784368;25784368;25784368;25784368;25784572;25784572;25784572;25784572;25784572;25784572;25784572;25784572;25784725;25784725;25784725;25784725;25784725;25784725;25784725;25784725;25784725;25784725;25784725;25785194;25785194;25785305;25785338;25785194;25785335;25785194;25785194;25785543;25785582;25785566;25785567;25785567;25785532;25785673;25785540	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2643	424	762
ENSMUSG00000098329	chr17	25780808	25780879	+	72	0	0
ENSMUSG00000071202	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	25786580;25786862;25787067;25787378;25787752;25787953;25788117;25788696;25788998;25789239;25789786;25789925;25790110	25786705;25786978;25787153;25787494;25787840;25788031;25788242;25788871;25789079;25789318;25789852;25790025;25790513	+;+;+;+;+;+;+;+;+;+;+;+;+	1651	0	0
ENSMUSG00000057411	chr17;chr17;chr17;chr17;chr17	25790508;25790933;25791346;25791572;25792053	25790778;25790983;25791486;25791676;25792284	-;-;-;-;-	800	766	1197
ENSMUSG00000002274	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	25794571;25794949;25795374;25795374;25796241;25796241;25796865;25796865;25797066	25795291;25795291;25795433;25795433;25796641;25796641;25796976;25797045;25797136	-;-;-;-;-;-;-;-;-	1434	201	290
ENSMUSG00000097518	chr17;chr17	25794894;25964771	25796781;25964784	+;+	1902	0	0
ENSMUSG00000025738	chr17;chr17;chr17;chr17;chr17;chr17	25809085;25816417;25817680;25818498;25818896;25819374	25809386;25817063;25818188;25818582;25818959;25821244	+;+;+;+;+;+	3478	8267	11597
ENSMUSG00000025737	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	25823627;25823649;25824530;25824662;25825097;25825654;25825654;25825654;25825654;25825952;25825952;25827035;25827035;25827235;25827235;25827428;25827653;25827653;25828154;25828154;25828415;25828415	25824686;25824686;25824686;25824686;25825238;25825671;25826344;25825831;25825831;25826624;25826624;25827153;25827153;25827532;25827356;25827532;25827993;25827993;25828338;25828338;25828721;25828730	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3432	159	262
ENSMUSG00000025736	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	25828867;25829043;25829064;25829071;25829120;25829121;25829240;25829240;25829240;25829240;25829240;25829297;25829484;25829484;25829484;25829484;25829484;25829484;25829484;25829606;25829606;25829606;25829606;25829606;25829606;25829606;25829785;25829785;25829785;25829785;25829785;25829839;25829942;25829942;25829942;25829942;25829942;25829998;25829998;25830139;25830139;25830139;25830139;25830139;25830139;25830300;25830300;25830300;25830300;25830300;25830300;25830510;25830510;25830510;25830510;25830510	25829163;25829163;25829338;25829163;25829163;25829163;25829338;25829338;25829338;25829338;25829338;25829338;25829532;25829532;25829532;25829532;25829532;25829532;25829532;25829702;25829853;25829853;25829702;25829702;25829702;25829702;25830361;25829853;25829853;25829853;25829853;25829853;25830206;25830061;25830061;25830061;25830061;25830061;25830061;25830206;25830206;25830206;25830150;25830206;25830206;25830526;25830429;25830434;25830434;25830434;25830434;25830721;25830633;25830625;25831842;25831840	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2758	343	368
ENSMUSG00000039615	chr17;chr17;chr17;chr17;chr17;chr17;chr17	25830636;25831102;25831309;25831544;25831796;25832046;25832692	25831010;25831218;25831365;25831631;25831961;25832244;25833361	-;-;-;-;-;-;-	1672	1229	1813
ENSMUSG00000093076	chr17	25831365	25831428	-	64	3	3
ENSMUSG00000025735	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	25834465;25834602;25835137;25835137;25835277;25835277;25835470;25835470;25835745;25835745;25835773;25835969;25835969;25835969;25836399;25836411;25836988;25836988;25836988	25835056;25835056;25835197;25835197;25835353;25835377;25835582;25835582;25835893;25835893;25835893;25836193;25836193;25836193;25836572;25836572;25837251;25837082;25837295	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1723	0	0
ENSMUSG00000093593	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	25834465;25835277;25835470;25835745;25835969;25836411;25839292;25839689;25839985;25840255;25840438;25840651;25840836;25841052;25841362;25841559;25841757	25835197;25835377;25835582;25835893;25836193;25836572;25839494;25839891;25840107;25840335;25840568;25840751;25840978;25841136;25841482;25841667;25841763	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2790	3	0
ENSMUSG00000025733	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	25838457;25838838;25838840;25839274;25839689;25839689;25839689;25839689;25839985;25839985;25839985;25839985;25840054;25840222;25840255;25840255;25840438;25840438;25840438;25840438;25840651;25840651;25840651;25840836;25840836;25840836;25841052;25841052;25841052;25841256;25841337;25841362;25841362;25841362;25841386;25841559;25841559;25841559;25841559;25841559;25841559;25841560;25841568;25841605;25841757;25841757;25841757;25841757;25841757;25841757;25841757;25841760;25841990;25841990;25841990;25841990;25841990;25842096;25842180;25842180;25842180;25842180;25842180;25842180;25842180;25842252;25842256;25842366;25842366;25842366;25842366;25842366;25842366;25842382;25843107;25843107;25843107;25843107;25843107;25843107;25843107;25843107;25843107;25843107;25843107;25843775;25843941;25843941;25843941;25843941;25843941;25843941;25843941;25843941;25843941;25844089;25844089;25844089;25844089;25844089;25844089;25844089;25844089;25844089;25844089;25844255;25844255;25844255;25844255;25844255;25844255;25844255;25844255;25844255;25844396;25844400;25844400;25844400;25844400;25844400;25844400;25844547	25839494;25839494;25839494;25839494;25839891;25839891;25839891;25839891;25840335;25840568;25840107;25840107;25840107;25840335;25840335;25840335;25840568;25840599;25840978;25840568;25840675;25840751;25840751;25840978;25841148;25840978;25841136;25841136;25841136;25841482;25841482;25841482;25841482;25841482;25841482;25841667;25841667;25841662;25841855;25841667;25841667;25841667;25841667;25841667;25842091;25841855;25841855;25842106;25841855;25842091;25841855;25841855;25842091;25842091;25842091;25842054;25842091;25842288;25842288;25842418;25842288;25842418;25842418;25842418;25842288;25842288;25842288;25842418;25842418;25842418;25842418;25842418;25842418;25842418;25843160;25843160;25843160;25843160;25843160;25843160;25843143;25843160;25843137;25843160;25843160;25843984;25843984;25843984;25843981;25843984;25843984;25843984;25843981;25843984;25843984;25844170;25844170;25844170;25844170;25844170;25844170;25844170;25844170;25844313;25844170;25844313;25844313;25844313;25844313;25844313;25844313;25844318;25844306;25844313;25844542;25844530;25844525;25844446;25844417;25844463;25844851;25844569	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4442	592	901
ENSMUSG00000073434	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	25844771;25844771;25844773;25845068;25845375;25845375;25845375;25845375;25845388;25845579;25845579;25845579;25845579;25845579;25845771;25845771;25845771;25845771;25845771;25845999;25845999;25845999;25845999;25845999;25846240;25846240;25846240;25846240;25846240;25846524;25846524;25846524;25846524;25847800;25847800;25847800;25847800;25848327;25848327;25848327;25848327;25848528;25848528;25848528;25848528;25848569;25848973;25848973;25848973;25848973;25848973;25849254;25849254;25849254;25849254;25849254;25849563;25849563;25849563;25849563;25849563;25849868;25849868;25849868;25849868;25849953;25850418;25850418;25850418;25850418;25850418;25850418;25850747;25850747;25850747;25850747;25850747;25851396;25851396;25851396;25851396;25851396;25851396;25851718;25851718;25851718;25851718;25851718;25851718;25851832;25851832;25851832;25851832;25851832;25851911;25852156;25852156;25852156;25852156;25852156;25852398;25852398;25852398;25852398;25852398;25852826;25852826;25852826;25852826;25852826;25853335;25853722;25853722;25853722;25853722;25853722;25853825;25854038;25854038;25854038;25854038;25854038;25854038;25854530;25854530;25854530;25854530;25854530;25854530;25855118;25855118;25855118;25855118;25855118;25855301;25855301;25855301;25855301;25855301;25855508;25855508;25855508;25855508;25855508;25855759;25855759;25855759;25855759;25855759;25855779;25856962;25856962;25856962;25856962;25856962;25856962;25857099;25857099;25857099;25857099;25857099;25857099;25857325;25857325;25857325;25857325;25857325;25857325;25858736;25858736;25858736;25858736;25858736;25859100;25859100;25859100;25859100;25859100;25859100;25859389;25859389;25859389;25859389;25859858;25859858;25859858;25859858;25860019;25860019;25860019;25860019;25860372;25860372;25860372;25860372;25860655;25860709;25860709;25860907;25860907;25860907;25860907;25861185;25861185	25845225;25845225;25845225;25845225;25845459;25845459;25845459;25845459;25845459;25845698;25845698;25845698;25845698;25845698;25845914;25845914;25845914;25845914;25845914;25846129;25846129;25846129;25846129;25846129;25846494;25846414;25846414;25846414;25846414;25846646;25846646;25846646;25846646;25847971;25847971;25847971;25847971;25848438;25848438;25848438;25848438;25848696;25848696;25848696;25848696;25848696;25849163;25849163;25849163;25849163;25849163;25849413;25849413;25849413;25849413;25849413;25849970;25849684;25849684;25849684;25849684;25849970;25849970;25849970;25849970;25849970;25850938;25850515;25850515;25850515;25850515;25850515;25850938;25850938;25850938;25850938;25850938;25851527;25851527;25851527;25851527;25851527;25851527;25851758;25851760;25851758;25851758;25851758;25851758;25851867;25851947;25851947;25851947;25851947;25851947;25852284;25852284;25852284;25852284;25852284;25852559;25852559;25852559;25852559;25852559;25852956;25852956;25852956;25852956;25852956;25853852;25853890;25853852;25853852;25853852;25853852;25853938;25854177;25854177;25854177;25854177;25854177;25854177;25854765;25855234;25854765;25854765;25854765;25854765;25855294;25855234;25855234;25855234;25855234;25855431;25855431;25855431;25855431;25855431;25855669;25855669;25855669;25855669;25855669;25855877;25855877;25855877;25855877;25855877;25855877;25857019;25857019;25857019;25857019;25857019;25857019;25857244;25857244;25857244;25857244;25857244;25857244;25857435;25857435;25857435;25857435;25857435;25857435;25858804;25858804;25858804;25858804;25858804;25859226;25861475;25859318;25859318;25859318;25859318;25859492;25859492;25859492;25859492;25859925;25859925;25859925;25859925;25860133;25860133;25860133;25860133;25860542;25860817;25860542;25860542;25860817;25860817;25860817;25861083;25861468;25861083;25861383;25861501;25861475	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8466	61	134
